Seltjarnarneskirkja,HF-1-4,,,,,,
Nesbali 29,HF-4-5,HB-4-4,,,,,
Nesbali 30, HF-4-7, HB-4-6,,,,,
Nesbali 31,HF-4-5,HB-4-4,,,,,
Nesbali 32, HF-4-7, HB-4-6,,,,,
Nesbali 33,HF-4-5,HB-4-4,,,,,
Nesbali 34, HF-4-7, HB-4-6,,,,,
Nesbali 35,HF-4-5,HB-4-4,,,,,
Nesbali 38, HF-4-7, HB-4-6,,,,,
Nesbali 40, HF-4-7, HB-4-6,,,,,
Nesbali 42, HF-4-7, HB-4-6,,,,,
Nesbali 44, HF-4-7, HB-4-6,,,,,
Nesbali 46,,,,,,,
Nesbali 48,,,,,,,
Nesbali 50,,,,,,,
Nesbali 52,,,,,,,
Nesbali 54,,,,,,,
Nesbali 56,,,,,,,
Nesbali 58,,,,,,,
Nesbali 60,,,,,,,
Nesbali 62,,,,,,,
Nesbali 64,,,,,,,
Nesbali 66,,,,,,,
Nesbali 68,,,,,,,
Nesbali 70,,,,,,,
Nesbali 72,,,,,,,
Nesbali 74,,,,,,,
Nesbali 76,,,,,,,
Nesbali 78,,,,,,,
Nesbali 80,,,,,,,
Nesbali 82,,,,,,,
Nesbali 84,,,,,,,
Nesbali 86,,,,,,,
Nesbali 88,,,,,,,
Nesbali 90,,,,,,,
Nesbali 92,,,,,,,
Nesbali 92 A,,,,,,,
Nesbali 94,,,,,,,
Nesbali 96,,,,,,,
Nesbali 98,,,,,,,
Nesbali 100,,,,,,,
Nesbali 102,,,,,,,
Nesbali 104,,,,,,,
Nesbali 106,,,,,,,
Nesbali 108,HF-4-3,HB-4-2,,,,,
Nesbali 110,HF-4-3,HB-4-2,,,,,
Nesbali 112,HF-4-3,HB-4-2,,,,,
Nesbali 114,HF-4-3,HB-4-2,,,,,
Nesbali 116,HF-4-3,HB-4-2,,,,,
Nesbali 118,HF-4-3,HB-4-2,,,,,
Nesbali 120,HF-4-3,HB-4-2,,,,,
Nesbali 122,HF-4-3,HB-4-2,,,,,
Nesbali 124,HF-4-3,HB-4-2,,,,,
Nesbali 126,HF-4-3,HB-4-2,,,,,
Neströð 1,HF-4-7,HB-4-6,,,,,
Neströð 3,HF-4-7,HB-4-6,,,,,
Neströð 5,HF-4-7,HB-4-6,,,,,
Neströð 7,HF-4-7,HB-4-6,,,,,
Sefgarðar 2,HF-4-12,,,,,,
Sefgarðar 4,HF-4-12,,,,,,
Sefgarðar 6,HF-4-12,,,,,,
Sefgarðar 8,HF-4-12,,,,,,
Sefgarðar 10,HF-4-12,,,,,,
Sefgarðar 12,HF-4-12,,,,,,
Sefgarðar 14,HF-4-12,,,,,,
Sefgarðar 16,HF-4-12,,,,,,
Sefgarðar 18,HF-4-12,,,,,,
Sefgarðar 20,HF-4-12,,,,,,
Sefgarðar 22,HF-4-13,,,,,,
Sefgarðar 24,HF-4-13,,,,,,
Sefgarðar 26,HF-4-13,HF-4-15,,,,,
Sefgarðar 28,HF-4-13,HF-4-15,,,,,
Selbraut 1,HF-6-10,,,,,,
Selbraut 2,HF-6-10,,,,,,
Selbraut 3,HF-6-10,,,,,,
Selbraut 4,HF-6-10,,,,,,
Selbraut 5,HF-6-10,,,,,,
Selbraut 6,HF-6-10,,,,,,
Selbraut 7,HF-6-10,,,,,,
Selbraut 8,HF-6-10,,,,,,
Selbraut 9,HF-6-10,,,,,,
Selbraut 10,HF-6-10,,,,,,
Selbraut 11,HF-6-10,,,,,,
Selbraut 12,HF-6-10,,,,,,
Selbraut 13,HF-6-10,,,,,,
Selbraut 14,HF-6-10,,,,,,
Selbraut 15,HF-6-10,,,,,,
Selbraut 16,HF-6-10,,,,,,
Selbraut 17,HF-6-10,,,,,,
Selbraut 18,HF-6-10,,,,,,
Selbraut 20,HF-6-10,,,,,,
Selbraut 22,HF-6-10,,,,,,
Selbraut 24,HF-6-10,,,,,,
Selbraut 26,HF-6-10,,,,,,
Selbraut 28,HF-6-10,,,,,,
Selbraut 30,HF-6-10,,,,,,
Selbraut 32,HF-6-10,,,,,,
Selbraut 34,HF-6-10,,,,,,
Selbraut 36,HF-6-10,,,,,,
Selbraut 38,HF-6-10,,,,,,
Selbraut 40,HF-6-10,,,,,,
Selbraut 42,HF-6-10,,,,,,
Selbraut 44,HF-6-10,,,,,,
Selbraut 70,HF-6-13,,,,,,
Selbraut 72,HF-6-13,,,,,,
Selbraut 74,HF-6-13,,,,,,
Selbraut 76,HF-6-13,,,,,,
Selbraut 78,HF-6-14,,,,,,
Selbraut 80,HF-6-14,,,,,,
Selbraut 82,HF-6-14,,,,,,
Selbraut 84,HF-6-14,,,,,,
Selbraut 86,,,,,,,
Skerjabraut 1,HF-9-8,,,,,,
Skerjabraut 3 A,HF-9-8,,,,,,
Skerjabraut 5,,,,,,,
Skerjabraut 5 A,,,,,,,
Skerjabraut 7,,,,,,,
Skerjabraut 7 A,,,,,,,
Skerjabraut 9,HF-9-2,,,,,,
Skólabraut 1,,,,,,,
Skólabraut 2,,,,,,,
"Skólabraut 3,,,,,,,,
Skólabraut 5,,,,,,,
Skólabraut 4,,,,,,,
Skólabraut 6,,,,,,,
Skólabraut 7,HF-1-9,,,,,,
Skólabraut 8,,,,,,,
Skólabraut 10,,,,,,,
Skólabraut 12,,,,,,,
Skólabraut 14,,,,,,,
Skólabraut 16,,,,,,,
Sólbraut 1,HF-9-4,,,,,,
Sólbraut 2,HF-9-4,,,,,,
Sólbraut 3,HF-9-4,,,,,,
Sólbraut 4,HF-9-4,,,,,,
Sólbraut 5,HF-9-4,,,,,,
Sólbraut 6,HF-9-4,,,,,,
Sólbraut 7,HF-9-4,,,,,,
Sólbraut 8,HF-9-4,,,,,,
Sólbraut 9,HF-9-4,,,,,,
Sólbraut 10,HF-9-4,,,,,,
Sólbraut 11,HF-9-4,,,,,,
Sólbraut 12,HF-9-4,,,,,,
Sólbraut 13,HF-9-4,,,,,,
Sólbraut 14,HF-9-4,,,,,,
Sólbraut 15,HF-9-4,,,,,,
Sólbraut 16,HF-9-4,,,,,,
Sólbraut 17,HF-9-4,,,,,,
Sólbraut 18,HF-6-10,,,,,,
Sólbraut 19,HF-9-4,,,,,,
Steinavör 2,HF-6-1,,,,,,
Steinavör 4,HF-6-1,,,,,,
Steinavör 6,HF-6-1,,,,,,
Hrólfsskáli ,,,,,,,
Steinavör 10,HF-6-1,,,,,,
Suðurmýri 2,,,,,,,
Suðurmýri 4,,,,,,,
Suðurmýri 6,,,,,,,
Suðurmýri 8,,,,,,,
Suðurmýri 10,,,,,,,
Suðurmýri 12 A,,,,,,,
Suðurmýri 12 b,,,,,,,
Suðurmýri 14,,,,,,,
Suðurmýri 16,,,,,,,
Suðurmýri 18,HF-8-16,HB-8-15,,,,,
Suðurmýri 20,HF-8-16,HB-8-15,,,,,
Suðurmýri 22,HF-8-16,HB-8-15,,,,,
Suðurmýri 24,HF-8-16,HB-8-15,,,,,
Suðurmýri 26,HF-8-16,HB-8-15,,,,,
Suðurmýri 28,HF-8-16,HB-8-15,,,,,
Suðurmýri 30,HF-8-6,,,,,,
Suðurmýri 32,HF-8-6,,,,,,
Suðurmýri 34,HF-8-6,,,,,,
Suðurmýri 36,HF-8-1,,,,,,
Suðurmýri 38,HF-8-1,,,,,,
Suðurmýri 40 A,HF-8-1,,,,,,
Suðurmýri 40 B,HF-8-1,,,,,,
Suðurmýri 42 A,HF-8-1,,,,,,
Suðurmýri 42 B,HF-8-1,,,,,,
Suðurmýri 44a,HF-8-2,,,,,,
Suðurmýri 44b,HF-8-2,,,,,,
Suðurmýri 46 A,HF-8-2,,,,,,
Suðurmýri 46 B,HF-8-2,,,,,,
Suðurmýri 48,,,,,,,
Suðurmýri 50,,,,,,,
Suðurmýri 52,,,,,,,
Suðurmýri 54,,,,,,,
Suðurmýri 56,,,,,,,
Suðurmýri 60,,,,,,,
Suðurströnd 7,,,,,,,
Suðurströnd / Bensínstöðvarhús,,,,,,,
Suðurströnd/þv.plan bensínstöð,,,,,,,
Mánabrekka,,,,,,,
Heilsugæslustöð,,,,,,,
Sólbrekka,,,,,,,
Sundlaug Seltjarnarness,,,,,,,
Íþróttahús - nýja - miðstöð,,,,,,,
Sæbraut 1,,,,,,,
Sæbraut 2,,,,,,,
Sæbraut 3,,,,,,,
Sæbraut 4,,,,,,,
Sæbraut 5,,,,,,,
Sæbraut 6,,,,,,,
Sæbraut 7,,,,,,,
Sæbraut 8,,,,,,,
Sæbraut 9,HF-6-18,,,,,,
Sæbraut 10,HF-6-18,,,,,,
Sæbraut 11,,,,,,,
Sæbraut 12,HF-6-18,,,,,,
Sæbraut 13,HF-6-18,,,,,,
Sæbraut 14,HF-6-18,,,,,,
Sæbraut 15,HF-6-18,HF-6-17,,,,,
Sæbraut 16,HF-6-18,,,,,,
Sæbraut 17,HF-6-18,,,,,,
Sæbraut 18,HF-6-18,,,,,,
Sæbraut 19,,,,,,,
Sæbraut 20,HF-6-13,,,,,,
Sæbraut 21,HF-6-14,HF-6-15,,,,,
Sævargarðar 1,HF-4-10,,,,,,
Sævargarðar 2,HF-4-10,,,,,,
Sævargarðar 3,HF-4-10,,,,,,
Sævargarðar 4,HF-4-10,,,,,,
Sævargarðar 5,HF-4-10,,,,,,
Sævargarðar 6,HF-4-10,,,,,,
Sævargarðar 7,HF-4-10,,,,,,
Sævargarðar 8,HF-4-10,,,,,,
Sævargarðar 9,HF-4-10,,,,,,
Sævargarðar 10,HF-4-10,,,,,,
Sævargarðar 11,HF-4-10,,,,,,
Sævargarðar 12,HF-4-10,,,,,,
Sævargarðar 14,HF-4-10,,,,,,
Sævargarðar 15,HF-4-10,,,,,,
Sævargarðar 16,HF-4-10,,,,,,
Sævargarðar 18,HF-4-10,,,,,,
Sævargarðar 20,HF-4-10,,,,,,
Sævargarðar 22,HF-4-10,,,,,,
Tjarnarból 2,HF-9-14,,,,,,
Tjarnarból 4,HF-9-14,,,,,,
Tjarnarból 6,,,,,,,
Tjarnarból 8,,,,,,,
Tjarnarból 14,,,,,,,
Tjarnarból 15,,,,,,,
Tjarnarból 17,,,,,,,
Tjarnarmýri 1,HF-8-20,HB-8-19,,,,,
Tjarnarmýri 3,HF-8-20,HB-8-19,,,,,
Tjarnarmýri 4,,,,,,,
Tjarnarmýri 5,HF-8-20,HB-8-19,,,,,
Tjarnarmýri 6,HF-8-20,HB-8-19,,,,,
Tjarnarmýri 7,HF-8-20,HB-8-19,,,,,
Tjarnarmýri 8,HF-8-20,HB-8-19,,,,,
Tjarnarmýri 9,HF-9-30,HB-9-29,,,,,
Tjarnarmýri 10,HF-8-28,HB-8-27,,,,,
Tjarnarmýri 12,HF-8-28,HB-8-27,,,,,
Tjarnarmýri 14,HF-8-28,HB-8-27,,,,,
Tjarnarmýri 9,HF-9-30,HB-9-29,,,,,
Tjarnarmýri 11,HF-9-30,HB-9-29,,,,,
Tjarnarmýri 13,HF-9-30,HB-9-29,,,,,
Tjarnarmýri 15,HF-9-30,HB-9-29,,,,,
Tjarnarmýri 16,HF-8-28,HB-8-27,,,,,
Tjarnarmýri 17,HF-8-32,HB-8-31,,,,,
Tjarnarmýri 18,HF-8-28,HB-8-27,,,,,
Tjarnarmýri 19,HF-8-32,HB-8-31,,,,,
Tjarnarmýri 21,HF-8-32,HB-8-31,,,,,
Tjarnarmýri 23,HF-8-32,HB-8-31,,,,,
Tjarnarmýri 25,HF-8-32,HB-8-31,,,,,
Tjarnarmýri 27,HF-8-32,HB-8-31,,,,,
Tjarnarmýri 29,HF-8-32,HB-8-31,,,,,
Tjarnarmýri 31,HF-8-32,HB-8-31,,,,,
Tjarnarmýri 33,HF-8-32,HB-8-31,,,,,
Tjarnarmýri 35,,,,,,,
Tjarnarmýri 37,,,,,,,
Tjarnarmýri 39,,,,,,,
Tjarnarmýri 41,,,,,,,
Tjarnarmýri 43,,,,,,,
Tjarnarmýri 45,,,,,,,
Tjarnarmýri 47,,,,,,,
Tjarnarstígur 1,HF-9-12,,,,,,
Tjarnarstígur 2,,,,,,,
Tjarnarstígur 3,,,,,,,
Tjarnarstígur 4,,,,,,,
Tjarnarstígur 5,,,,,,,
Tjarnarstígur 6,,,,,,,
Tjarnarstígur 7,,,,,,,
Tjarnarstígur 8,,,,,,,
Tjarnarstígur 9,,,,,,,
Tjarnarstígur 10,,,,,,,
Tjarnarstígur 11,,,,,,,
Tjarnarstígur 12,,,,,,,
Tjarnarstígur 13,,,,,,,
Tjarnarstígur 14,,,,,,,
Tjarnarstígur 16,HF-9-16,,,,,,
Tjarnarstígur 20,HF-9-16,,,,,,
Tjarnarstígur 22,HF-9-16,,,,,,
Tjarnarstígur 24,HF-9-16,,,,,,
Tjarnarstígur 26,HF-9-16,,,,,,
Tjarnarstígur 28,HF-9-16,,,,,,
Tjarnarstígur 30,HF-9-16,,,,,,
Unnarbraut 1,HF-2-27,HB-2-28,,,,,
Unnarbraut 2,HF-2-27,HB-2-28,,,,,
Unnarbraut 3,HF-2-27,HB-2-28,,,,,
Unnarbraut 4,HF-2-27,HB-2-28,,,,,
Unnarbraut 5,HF-2-27,HB-2-28,,,,,
Unnarbraut 6,HF-2-27,HB-2-28,,,,,
Unnarbraut 7,HF-2-27,HB-2-28,,,,,
Unnarbraut 8,HF-2-27,HB-2-28,,,,,
Unnarbraut 9,HF-2-27,HB-2-28,,,,,
Unnarbraut 10,HF-2-27,HB-2-28,,,,,
Unnarbraut 11,HF-2-24,HB-2-25,,,,,
Unnarbraut 12,HF-2-27,HB-2-28,,,,,
Unnarbraut 13 A,HF-2-24,HB-2-25,,,,,
Unnarbraut 13 B,HF-2-24,HB-2-25,,,,,
Unnarbraut 13 C,HF-2-24,HB-2-25,,,,,
Unnarbraut 14,HF-2-27,HB-2-28,,,,,
Unnarbraut 15,HF-2-24,HB-2-25,,,,,
Unnarbraut 16,HF-2-27,HB-2-28,,,,,
Unnarbraut 17,HF-2-24,HB-2-25,,,,,
Unnarbraut 18,HF-2-27,HB-2-28,,,,,
Unnarbraut 19,HF-2-24,HB-2-25,,,,,
Unnarbraut 20,HF-2-24,HB-2-25,,,,,
Unnarbraut 22 A,HF-2-24,HB-2-25,,,,,
Unnarbraut 22 B,HF-2-24,HB-2-25,,,,,
Unnarbraut 22 C,HF-2-24,HB-2-25,,,,,
Unnarbraut 24,HF-2-24,HB-2-25,,,,,
Unnarbraut 26,HF-2-24,HB-2-25,,,,,
Unnarbraut 28,HF-2-24,HB-2-25,,,,,
Unnarbraut 30,HF-2-24,HB-2-25,,,,,
Valhúsabraut 1,HF-2-41,,,,,,
Valhúsabraut 2,HF-2-42,,,,,,
Valhúsabraut 3,HF-2-41,,,,,,
Valhúsabraut 4,HF-2-42,,,,,,
Valhúsabraut 5,HF-2-41,,,,,,
Valhúsabraut 6,HF-2-42,,,,,,
Valhúsabraut 7,HF-2-41,,,,,,
Valhúsabraut 8,HF-2-42,,,,,,
Valhúsabraut 9,HF-2-43,HB-2-44,,,,,
Valhúsabraut 10,HF-2-42,,,,,,
Valhúsabraut 11,HF-2-43,HB-2-44,,,,,
Valhúsabraut 12,HF-2-42,,,,,,
Valhúsabraut 13,HF-2-43,HB-2-44,,,,,
Valhúsabraut 14,HF-2-42,,,,,,
Valhúsabraut 15,HF-2-43,HB-2-44,,,,,
Valhúsabraut 16,HF-2-42,,,,,,
Valhúsabraut 17,HF-2-43,HB-2-44,,,,,
Valhúsabraut 18,HF-2-42,,,,,,
Valhúsabraut 19,,,,,,,
Valhúsabraut 20,HF-2-42,,,,,,
Valhúsabraut 21,HF-2-15,,,,,,
Valhúsabraut 23,HF-2-15,,,,,,
Valhúsabraut 27,HF-2-15,,,,,,
Valhúsabraut 29,HF-2-15,,,,,,
Valhúsabraut 31,HF-2-15,,,,,,
Valhúsabraut 33,HF-2-15,,,,,,
Valhúsabraut 35,HF-2-15,,,,,,
Valhúsabraut 37,HF-2-15,,,,,,
Valhúsabraut 39,HF-2-15,,,,,,
Vallarbraut 1,,,,,,,
Vallarbraut 2,,,,,,,
Vallarbraut 3,,,,,,,
Vallarbraut 4,,,,,,,
Vallarbraut 5,,,,,,,
Vallarbraut 6,,,,,,,
Vallarbraut 7,,,,,,,
Vallarbraut 8,,,,,,,
Vallarbraut 9,,,,,,,
Vallarbraut 10,,,,,,,
Vallarbraut 11,,,,,,,
Vallarbraut 12,,,,,,,
Vallarbraut 13,,,,,,,
Vallarbraut 14,,,,,,,
Vallarbraut 15,,,,,,,
Vallarbraut 16,,,,,,,
Vallarbraut 17,,,,,,,
Vallarbraut 18,,,,,,,
Vallarbraut 19,,,,,,,
Vallarbraut 20,,,,,,,
Vallarbraut 21,,,,,,,
Vallarbraut 22,,,,,,,
Vallarbraut 23,,,,,,,
Vallarbraut 24,,,,,,,
Vallarbrautarvöllur,,,,,,,
Vesturströnd 1,HF-3-56,HF-3-59,,,,,
Vesturströnd 2,,,,,,,
Vesturströnd 3,HF-3-56,HF-3-59,,,,,
Vesturströnd 4,,,,,,,
Vesturströnd 4 A,,,,,,,
Vesturströnd 5,HF-3-56,HF-3-59,,,,,
Vesturströnd 6,,,,,,,
Vesturströnd 6 A,,,,,,,
Vesturströnd 7,HF-3-56,HF-3-59,,,,,
Vesturströnd 8,,,,,,,
Vesturströnd 9,HF-3-56,HF-3-59,,,,,
Vesturströnd 10,HF-3-48,,,,,,
Vesturströnd 11,HF-3-56,HF-3-59,,,,,
Vesturströnd 13,HF-3-56,HF-3-59,,,,,
Vesturströnd 14,HF-3-60,,,,,,
Vesturströnd 15,HF-3-59,,,,,,
Vesturströnd 16,HF-3-60,,,,,,
Vesturströnd 17,HF-3-59,,,,,,
Vesturströnd 18,HF-3-60,,,,,,
Vesturströnd 19,HF-3-59,,,,,,
Vesturströnd 20,HF-3-60,,,,,,
Vesturströnd 21,HF-3-59,,,,,,
Vesturströnd 23,HF-3-59,,,,,,
Vesturströnd 25,HF-3-59,,,,,,
Vesturströnd 27,HF-3-60,,,,,,
Vesturströnd 29,HF-3-60,,,,,,
Vesturströnd 31,HF-3-60,,,,,,
Víkurströnd 1,HF-5-8,,,,,,
Víkurströnd 1 A,HF-5-8,,,,,,
Víkurströnd 2,,,,,,,
Víkurströnd 3,HF-5-8,,,,,,
Víkurströnd 3 A,HF-5-8,,,,,,
Víkurströnd 4,HF-5-8,,,,,,
Víkurströnd 5,HF-5-8,,,,,,
Víkurströnd 5 A,HF-5-8,,,,,,
Víkurströnd 6,HF-5-8,,,,,,
Víkurströnd 7,HF-5-8,,,,,,
Víkurströnd 7 A,HF-5-8,,,,,,
Víkurströnd 8,,,,,,,
Víkurströnd 9,HF-5-8,,,,,,
Víkurströnd 10,,,,,,,
Víkurströnd 11,HF-5-8,,,,,,
Víkurströnd 12,,,,,,,
Víkurströnd 13,HF-5-8,,,,,,
Víkurströnd 14,,,,,,,
Víkurströnd 15,HF-5-8,,,,,,
Víkurströnd 16,,,,,,,
Nesvegur 115,HF-9-17,,,,,,
Nesvegur 123/Akrar,HF-9-17,,,,,,
Nesvegur 123/Akrar,HF-9-17,,,,,,
Nesvegur 102 / Vegamót 2,HF-9-17,,,,,,
Nesvegur 104,HF-9-17,,,,,,
Nesvegur 104,HF-9-17,,,,,,
Nesvegur 101 / Útsalir,HF-9-17,,,,,,
Nesvegur 107/Marbakki,HF-9-17,,,,,,
Nesvegur 109 / Strönd,HF-9-17,,,,,,
Nesvegur 111/Egilsstaðir,HF-9-17,,,,,,
Nesvegur 113/Egilsstaðir,HF-9-17,,,,,,
Nesvegur 117/Sólberg,HF-9-17,,,,,,
Nesvegur 119/Sólberg,HF-9-17,,,,,,
Nesvegur 121 / Sæból,HF-9-17,,,,,,
Sæból,,,,,,,
Félagsheimilið,,,,,,,
Skólaskrifstofa,,,,,,,
Mýrarhúsaskóli yngri,HF-1-8,,,,,,
Mýrarhúsaskóli plan 2,HF-1-8,,,,,,
Bensínorkan - bensíndælustöð,,,,,,,
Valhúsaskóli,HF-1-9,,,,,,
Bygggarðar 8,,,,,,,
Bollagarðar,,,,,,,
Nesstofa,,,,,,,
Ráðagerði,,,,,,,
Sefgarðar 3,,,,,,,
Sefgarðar 3a,,,,,,,
Bygggarðar 1,,,,,,,
Bygggarðar 7,,,,,,,
Eiðistorg 13 Vínbúð,,,,,,,
Melabraut 16,,,,,,,
Hofgarðar 17,,,,,,,
Lindarbraut 22a,,,,,,,
Lindarbraut 22B,,,,,,,
Lindarbraut - gervigrasvöllur,,,,,,,
Suðurströnd - gervigrasvöllur,,,,,,,
Unnarbraut 28,HF-2-24,,,,,,
Hrólfsskálavör 2,HF-6-3,HB-6-4,,,,,
World Class v/Suðurströnd,HF-1-16,,,,,,
Tjarnarból 14 - snjóbræðsla,,,,,,,
Tjarnarból 2 snjóbræðsla,,,,,,,
Tjarnarból 4 snjóbræðsla,,,,,,,
Tjarnarból 6 snjóbræðsla,,,,,,,
Tjarnarból 8 snjóbræðsla,,,,,,,
Hrólfsskálamelur 2,,,,,,,
Hrólfskálamelur 4,,,,,,,
Melabraut 34 - Snjóbræðsla,,,,,,,
Hrólfsskálamelur 2 bílageymsla,,,,,,,
Hrólfsskálamelur 4 bílageymsla,,,,,,,
Hrólfsskálamelur 6 bílageymsla,,,,,,,
Hrólfsskálamelur 8 bílageymsla,,,,,,,
Hrólfsskálamelur 6,,,,,,,
Hrólfsskálamelur 8,,,,,,,
Mýrarhúsaskóli - gervigrasvöllur,,,,,,,
Austurströnd 6,,,,,,,
Nesvegur 125,HF-9-17,,,,,,
Tjarnarból  10,,,,,,,
Kirkjubraut 19,,,,,,,
Austurströnd 10,HB-7-6,,,,,,
Sefgarðar 0,,,,,,,
Tjarnarmýri 2,,,,,,,
Lambastaðabraut 2,HF-9-2,,,,,,
Austurströnd 8,HB-7-6,,,,,,
Unnarbraut 32,,,,,,,
Lindarbraut 16,HF-3-5,,,,,,
Miðbraut 9,,,,,,,
Unnarbraut 28,HF-2-24,HB-2-25,,,,,
Lindarbraut 27,,,,,,,
Nesvegur 100,HF-9-17,,,,,,
Valhúsabraut 13,HF-2-43,HB-2-44,,,,,
Miðbraut 24,,,,,,,
Hrólfsskálamelur 10,HF-1-24,,,,,,
Hrólfskálamelur 12,HF-1-24,,,,,,
Hrólfskálamelur 14,HF-1-24,,,,,,
Hrólfskálamelur 16,HF-1-24,,,,,,
Hrólfskálamelur 18,HF-1-24,,,,,,
Kirkjubraut 13,,,,,,,